ligand_id,SMILES,affinity_pred_value,affinity_probability_binary,boltz2_score,is_active
ASD01810024,COC(=O)c1c2c(c3c4cc(OC)c(OC)cc4n4c3c1CCC4=O)CCNC2,-1.697193623,0.614492178,0.567974140471245,1
ASD01810025,COc1cc2c3c4c(c(COC(C)=O)c5c3n(c2cc1OC)C(=O)CC5)CNCC4,-1.274487734,0.350683123,0.287076896196078,1
ASD01810026,COc1cccc2c1c1c3c(cc4c1n2C(=O)CC4(C)C)CNCC3,0.117443092,0.313431233,0.147513033216777,1
ASD01810027,CC1(C)CC(=O)n2c3cccc(O)c3c3c4c(cc1c32)CNCC4,0.372271925,0.293839425,0.119572670403589,1
ASD01810028,O=C1CCc2cc3c(c4c5ccccc5n1c24)CNCC3,-0.311966687,0.435658395,0.251806924037972,1
ASD01810029,COc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CCNC3,-0.934366286,0.490621507,0.359915802331828,1
ASD01810030,O=C1CCc2cc3c(c4c5cc(O)ccc5n1c24)CNCC3,-0.602451682,0.448592871,0.29186031791679,1
ASD01810031,COC(=O)c1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CCNC3,-0.69513458,0.469801456,0.316544537449987,1
ASD01810032,COc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CCNC4,-1.01026535,0.509374201,0.383337876863559,1
ASD01810033,O=C1CCc2cc3c(c4c5ccc(O)cc5n1c24)CNCC3,-0.619897664,0.41904515,0.274463852398882,1
ASD01810034,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CCNC4,-0.823630571,0.43246603,0.305281075806751,1
ASD01810035,CC1(C)CC(=O)n2c3ccccc3c3c4c(cc1c32)CCNC4,0.401784927,0.280261964,0.111979723813346,1
ASD01810036,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5(C)C)CCNC4,-0.492694438,0.292030096,0.181985449006952,1
ASD01810329,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,0.716383576,0.16454716,0.052803859274639,1
ASD01810330,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,0.809917867,0.165648267,0.0492837607297784,1
ASD01810338,CCCCCCOc1nsnc1C1=CCCN(C)C1,0.026978433,0.313909173,0.154837392102034,1
ASD01820001,CN(C)Cc1c2n(c3ccccc13)Cc1c(CN(C)C)c3ccccc3n1C2,-0.149080306,0.295556694,0.158793767595467,1
ASD01820002,C[N+](C)(C)Cc1c2n(c3ccccc13)Cc1c(C[N+](C)(C)C)c3ccccc3n1C2,-0.334491849,0.34375158,0.200621315397718,1
ASD01820003,C=CC[N+](C)(C)Cc1c2n(c3ccccc13)Cc1c(C[N+](C)(C)CC=C)c3ccccc3n1C2,0.004183799,0.343819022,0.171549893579894,1
ASD01820005,Cc1c(Cl)c(OCC(=O)N2CCN(C)CC2)cc2sc(C(=O)NC3CC3)c(N)c12,-1.31536293,0.515652895,0.427394123207546,1
ASD01820009,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC1=NOCC1,-0.028226644,0.431175858,0.21863059086129,1
ASD01820010,CN1CCC=C(c2nsnc2OCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,-0.590388596,0.18385005,0.119060768223507,1
ASD01820011,CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,-0.660241127,0.147868142,0.098341228180369,1
ASD01820012,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.184806794,0.371015787,0.168366333970286,1
ASD01820013,CN1CCC=C(c2nsnc2OCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,-0.618555069,0.422464609,0.276561710842513,1
ASD01820014,CC12CCCCC1(C)C(=O)N(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,-0.051003188,0.508652568,0.260812009638097,1
ASD01820015,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)CCC1=O,-0.507675827,0.467826307,0.293289180324645,1
ASD01820016,CC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,-0.140560567,0.347843975,0.186145274088383,1
ASD01820017,CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.770667911,0.200382829,0.061584260443575,1
ASD01820018,CCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,1.217221022,0.236569971,0.0462955000312174,1
ASD01820019,CC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,1.533993721,0.219435185,0.0255645435108816,1
ASD01820020,C[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,1.570514083,0.181408495,0.0194780984566662,1
ASD01820021,CCCN(CCCN1C(=O)CCC1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,-0.44235605,0.305324078,0.186427527278493,1
ASD01820022,CCCN(CCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,0.503599823,0.450612813,0.168574273282917,1
ASD01820023,CCCN(CCCCCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,-0.290689081,0.483842611,0.277083246485058,1
ASD01820024,CCCN(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,-0.450647622,0.32157284,0.197015428911447,1
ASD01820025,Clc1cccc(Cl)c1CON=Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.534697056,0.382975459,0.140293766888113,1
ASD01820026,CON=Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,-0.003161117,0.346109957,0.173328502017236,1
ASD01820027,ON=Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,-0.492265701,0.515399933,0.321128393828399,1
ASD01820028,Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,-0.10873507,0.45513764,0.239941175786259,1
ASD01820029,N#Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,-0.343867213,0.30146873,0.176650667997937,1
ASD01820030,CN(C)c1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,-0.141819626,0.532353282,0.285051176838278,1
ASD01820031,Clc1cccc(Cl)c1CON=Cc1cc[n+](CCC[n+]2ccccc2)cc1,-0.488192022,0.555739343,0.34569654989103,1
ASD01820032,Clc1cccc(Cl)c1CON=Cc1cc[n+](CCCc2ccccc2)cc1,0.151153728,0.31356281,0.144932358076586,1
ASD01820033,COc1ccc(CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.476898104,0.377103567,0.143591789471516,1
ASD01820034,C[N+](C)(C)CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,0.029484283,0.591088891,0.2911874874649,1
ASD01820035,CC[N+](CC)(CC)CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,-0.511018634,0.675501883,0.424049453878772,1
ASD01820036,CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,-0.140939415,0.232993111,0.124706033690843,1
ASD01820037,CN1CCC=C(c2nsnc2OCCCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,-0.213719159,0.254189938,0.140676283943906,1
ASD01820038,CN1CCC=C(c2nsnc2OCCCCCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,-0.299071759,0.221444979,0.127279474347812,1
ASD01820039,O=C1CCc2ccccc2N1CCCN1CCC(CCCO)CC1,0.706728399,0.175722912,0.0568143629336555,1
ASD01820040,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCO)CC1,0.803509355,0.17672947,0.052863789387702,1
ASD01820041,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,-0.452608138,0.446323305,0.273664042505514,1
ASD01820042,CC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,-0.336414099,0.543652415,0.31754929184035,1
ASD01820043,CC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)CN1C(=O)c2ccccc2C1=O,0.123633921,0.52836889,0.247853365598721,1
ASD01820044,CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,-0.019572288,0.52260232,0.263858290779127,1
ASD01820045,CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN1C(=O)c2ccccc2C1=O,0.338825405,0.484034747,0.201016556203413,1
ASD01820046,CCC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(CC)CN1C(=O)c2ccccc2C1=O,-0.102030605,0.507694364,0.266797272778503,1
ASD01820047,CCCC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(CCC)CN1C(=O)c2ccccc2C1=O,-0.767936349,0.539305627,0.373190912048384,1
ASD01820048,CC(C)CC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(CC(C)C)CN1C(=O)c2ccccc2C1=O,-0.259921253,0.329162627,0.185970404112653,1
ASD01820049,Cc1ccc2c(c1)C(=O)N(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,-0.73403883,0.570570469,0.389990454374328,1
ASD01820050,Cc1ccc2c(c1)C(=O)N(CC(C)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,-0.369254172,0.552078664,0.327003669488547,1
ASD01820051,Cc1ccc2c(c1)C(=O)N(CC(C)(C)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,-0.352779627,0.505716085,0.29745962545855,1
ASD01820052,C[N+](C)(CCCN1C(=O)c2ccccc2C1=O)CCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.128147095,0.502383232,0.235096878060622,1
ASD01820053,C[N+](C)(CCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,-0.217045397,0.452685684,0.250906177999999,1
ASD01820054,C[N+](C)(CCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,-0.230547667,0.445085406,0.248196053492262,1
ASD01820055,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCO)CC1,0.359068602,0.199556798,0.0818647538806359,1
ASD01820056,C[N+](C)(CCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,-0.689329505,0.544357002,0.365988836682986,1
ASD01820057,C[N+](C)(CCCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,-0.544797182,0.489619792,0.311495766733257,1
ASD01820058,C[N+](C)(CCCCCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,-0.276243985,0.414323658,0.235775433591424,1
ASD01820059,C[N+](C)(CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.366436213,0.224583358,0.0917178101979142,1
ASD01820060,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.607527018,0.170260966,0.0592709487610552,1
ASD01820061,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.024549313,0.302354157,0.149321431790739,1
ASD01820062,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCCCCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.510723054,0.268265605,0.0998804452328106,1
ASD01820063,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.783790112,0.293334484,0.0891890749830444,1
ASD01820064,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.510574698,0.358894825,0.133636758277966,1
ASD01820065,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCCCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.326879323,0.321875483,0.134634131506666,1
ASD01820066,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCCCCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.33247453,0.251373053,0.10479274208729,1
ASD01820067,O=C1c2ccccc2C(=O)N1C[n+]1ccc(CCCc2cc[n+](CN3C(=O)c4ccccc4C3=O)cc2)cc1,0.493152708,0.200592637,0.0755656179646473,1
ASD01820068,O=C1c2ccccc2C(=O)N1CC[n+]1ccc(CCCc2cc[n+](CCN3C(=O)c4ccccc4C3=O)cc2)cc1,1.042506814,0.270431846,0.0647341624556003,1
ASD01820069,O=C1c2ccccc2C(=O)N1CCC[n+]1ccc(CCCc2cc[n+](CCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.506716847,0.164454877,0.0613944243131968,1
ASD01820070,O=C1c2ccccc2C(=O)N1CCCC[n+]1ccc(CCCc2cc[n+](CCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.388265729,0.29135251,0.117395706327218,1
ASD01820071,O=C1c2ccccc2C(=O)N1CCCC[n+]1ccc(-c2cc[n+](CCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.64757669,0.136592194,0.0461826167824105,1
ASD01820072,O=C1c2ccccc2C(=O)N1CCCC[n+]1ccc(CCc2cc[n+](CCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.328296602,0.2368384,0.0989808895142208,1
ASD01820073,O=C1c2ccccc2C(=O)N1CCC[n+]1ccc(CCc2cc[n+](CCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.880621195,0.247418582,0.0692387791634886,1
ASD01820074,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCO)CC1,0.600324571,0.136009395,0.0475922520736639,1
ASD01820075,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCCCO)CC1,0.646125555,0.14535597,0.0491984333027967,1
ASD01820076,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCCCCCO)CC1,-0.19501023,0.134772778,0.0739569066088797,1
ASD01820077,CN1CCC=C(c2nsnc2OCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,-0.354135066,0.365331829,0.215010117343704,1
ASD01820078,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)CC1,-0.239760488,0.42584902,0.23844995221238,1
ASD01820085,OC(c1cc(C(F)(F)F)nc2c(Cl)cc(Cl)cc12)C1CCCCN1,-0.465462327,0.290154278,0.178841110356721,1
ASD01820098,C[N+](C)(CC#CCOC1=NOCC1)CCCCCC[N+](C)(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O,-0.581075609,0.409166336,0.264022312468375,1
ASD01820101,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOc1ccon1,-0.018161148,0.509584904,0.257106113715027,1
ASD01820102,C[N+](C)(CC#CCOC1=NOCC1)CCCCCCCC[N+](C)(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O,-0.345187038,0.319450438,0.187292756620256,1
ASD01820103,C[N+](C)(CC#CCOC1=NOCC1)CC#Cc1ccccc1C#CC[N+](C)(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O,-0.036144286,0.420616478,0.214108959569286,1
ASD01820104,C[N+](C)(CC#CCOC1=NOCC1)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,-0.078774892,0.265436321,0.137945589879913,1
ASD01820108,O=C(NC(C1CC1)C(F)(F)F)c1cn(-c2c(F)cc(F)cc2Cl)c2nc(N3CC(O)CC3=O)ccc2c1=O,-1.023350954,0.074718654,0.056475178463124,1
ASD01820109,O=C(NC(c1ccccc1Cl)C(F)(F)F)c1cn(-c2ccc(F)cc2F)c2nc(N3CC(O)CC3=O)ccc2c1=O,0.1013439,0.163180918,0.077456111341075,1
ASD01820110,CC(C)(C)C(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)C(O)C3)ccc2c1=O)C(F)(F)F,-0.562385976,0.13221176,0.0846943899215694,1
ASD01820111,CCC(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)CC3=O)ccc2c1=O)C(F)(F)C(F)(F)F,-0.984000087,0.096261933,0.071811404111697,1
ASD01820112,CCC(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)C(O)C3)ccc2c1=O)C(F)(F)C(F)(F)F,-0.925881445,0.092136301,0.0673949733767087,1
ASD01820113,CC(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CCNC3=O)ccc2c1=O)C(F)(F)C(F)(F)F,-0.974562883,0.064783715,0.0481758085154626,1
ASD01820114,O=C(NC(C(F)(F)F)C(F)(F)F)c1cn(-c2ncc(F)cc2F)c2nc(N3CC4CC4(O)C3)ccc2c1=O,-0.526403785,0.117003173,0.0738993147810525,1
ASD01820115,O=C(NC(c1ccccc1Cl)C(F)(F)F)c1cn(-c2ncc(F)cc2F)c2nc(N3CC(O)CC3=O)ccc2c1=O,-0.676285744,0.086449683,0.0578410135465548,1
ASD01820116,CC(C)(C)C(NC(=O)c1cn(-c2ncc(F)cc2F)c2nc(N3CC(O)CC3=O)ccc2c1=O)C(F)(F)F,-0.42185241,0.050404958,0.0305183422520622,1
ASD01820117,CC(C)CC(NC(=O)c1cn(-c2ncc(F)cc2F)c2nc(N3CC(O)CC3=O)ccc2c1=O)C(F)(F)F,-0.809480369,0.062797986,0.0441074272199342,1
ASD01820118,CCC(NC(=O)c1cn(-c2ncc(F)cc2F)c2nc(N3CC(O)CC3=O)ccc2c1=O)C(F)(F)C(F)(F)F,-0.899549186,0.131476671,0.0953057685940099,1
ASD01820119,CCC(NC(=O)c1cn(-c2ncc(F)cc2F)c2nc(N3CCNC3=O)ccc2c1=O)C(F)(F)C(F)(F)F,-0.886335254,0.038574763,0.0278349245903987,1
ASD01820120,CC(C)(C)C(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)C(O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,-1.01385808,0.046531782,0.0350600467893746,1
ASD01820121,CC(C)C(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)C(O)C3)c(F)cc2c1=O)C(C)C,-1.16756916,0.097881526,0.0775116257728346,1
ASD01820122,CCC(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)C(O)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,-1.049259901,0.052255802,0.0398353804082989,1
ASD01820123,O=C(NC(C1CC1)C(F)(F)F)c1cn(-c2c(F)cc(F)cc2Cl)c2nc(N3CC(O)C(O)C3)c(F)cc2c1=O,-0.849631548,0.056295939,0.0401056709496709,1
ASD01820124,CCC(CC)(CC)NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(O)C(O)C3)c(F)cc2c1=O,-1.259896994,0.062997051,0.0513409742964412,1
ASD01820125,CCC(NC(=O)c1cn(-c2c(F)cc(F)cc2F)c2nc(N3CC(CO)(CO)C3)c(F)cc2c1=O)C(F)(F)C(F)(F)F,-0.884453177,0.04103782,0.0295929175690385,1
ASD01820133,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69,-0.330930412,0.192190021,0.111995391207955,1
ASD01820134,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C7OCC=C(C1)C(CC32)C7C54)C69,-0.042910635,0.069807827,0.035652788046135,1
ASD01820136,C=CC[N+]12CCC34c5cc(C)c(C)cc5N5C6OCC=C7C[N+]8(CC=C)CCC9%10c%11cc(C)c(C)cc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108,-0.313181937,0.074991286,0.0433671220519003,1
ASD01820137,C[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69,-0.966779947,0.027418364,0.0203360631236867,1
ASD01820138,C[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(C)CC7=CCO)c7ccccc7N(C7OCC=C(C1)C(CC32)C7C54)C69,-1.026113391,0.067678101,0.0512004019283876,1
ASD01820140,C[N+]12CCC34c5ccccc5N5C6OCCC7C[N+]8(C)CCC9%10c%11ccccc%11N(C%11OCCC(C1)C(CC32)C%11C54)C9C6C7CC%108,-0.27026248,0.035393238,0.0200879850692776,1
ASD01820143,CC#CC[N+]12CCC34c5ccccc5N5C6OCC=C7C[N+]8(CC#CC)CCC9%10c%11ccccc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108,-0.066037148,0.096423954,0.0498038677302608,1
ASD01820144,CC=CC[N+]12CCC34c5ccccc5N5C6OCC=C7C[N+]8(CC=CC)CCC9%10c%11ccccc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108,0.198325098,0.093297653,0.0420230099564013,1
ASD01820145,C1=CC([N+]23CCC45c6ccccc6N6C7OCC=C8C[N+]9(C%10C=CCCC%10)CCC%10%11c%12ccccc%12N(C%12OCC=C(C2)C(CC43)C%12C65)C%10C7C8CC%119)CCC1,-0.371883392,0.399805635,0.237073086421128,1
ASD01820146,OCC=C1C[N+]2(CC3C=CCCC3)CCC34c5ccccc5N5C6OCC=C7C[N+]8(CC9C=CCCC9)CCC9%10c%11ccccc%11N(C=C(C1CC32)C54)C9C6C7CC%108,-0.65545404,0.279891878,0.185810004549572,1
ASD01820148,C1=C2C[N+]3(CC4CC4)CCC45c6ccccc6N6C7OCC=C8C[N+]9(CC%10CC%10)CCC%10%11c%12ccccc%12N(C(OC1)C(C2CC43)C65)C%10C7C8CC%119,0.272295237,0.045069236,0.0194665834254928,1
ASD01820149,C1=C2C[N+]3(CC4CO4)CCC45c6ccccc6N6C7OCC=C8C[N+]9(CC%10CO%10)CCC%10%11c%12ccccc%12N(C(OC1)C(C2CC43)C65)C%10C7C8CC%119,-0.541240871,0.088179842,0.0560215546221806,1
ASD01820150,N#CC[N+]12CCC34c5ccccc5N5C6OCC=C7C[N+]8(CC#N)CCC9%10c%11ccccc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108,-0.946824491,0.071623512,0.0527654798232581,1
ASD01820151,NC(=O)C[N+]12CCC34c5ccccc5N5C6OCC=C7C[N+]8(CC(N)=O)CCC9%10c%11ccccc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108,0.082694322,0.04099454,0.0196497660772495,1
ASD01820152,O=C1c2ccccc2C(=O)N1CCC[N+]12CCC34c5ccccc5N5C6OCC=C7C[N+]8(CCCN9C(=O)c%10ccccc%10C9=O)CCC9%10c%11ccccc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108,-1.551492453,0.318980694,0.283214381848426,1
ASD01820155,Fc1c(F)c(F)c(C[N+]23CCC45c6ccccc6N6C7OCC=C8C[N+]9(Cc%10c(F)c(F)c(F)c(F)c%10F)CCC%10%11c%12ccccc%12N(C%12OCC=C(C2)C(CC43)C%12C65)C%10C7C8CC%119)c(F)c1F,0.809082925,0.401602566,0.119568838303304,1
ASD01820156,COc1ccc(C[N+]23CCC45c6ccccc6N6C7OCC=C8C[N+]9(Cc%10ccc(OC)cc%10)CCC%10%11c%12ccccc%12N(C%12OCC=C(C2)C(CC43)C%12C65)C%10C7C8CC%119)cc1,0.192575216,0.159768045,0.0721921810560568,1
ASD01820160,FC(F)(F)c1ccc(C[N+]23CCC45c6ccccc6N6C7OCC=C8C[N+]9(Cc%10ccc(C(F)(F)F)cc%10)CCC%10%11c%12ccccc%12N(C%12OCC=C(C2)C(CC43)C%12C65)C%10C7C8CC%119)cc1,0.087563582,0.327738762,0.156694886009759,1
ASD01820161,O=C(C[N+]12CCC34c5ccccc5N5C6OCC=C7C[N+]8(CC(=O)c9ccccc9)CCC9%10c%11ccccc%11N(C%11OCC=C(C1)C(CC32)C%11C54)C9C6C7CC%108)c1ccccc1,0.017842829,0.411749899,0.204038253740344,1
