ligand_id,SMILES,CS_max,is_active
ASD01820164,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccc(C(F)(F)F)cc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.4736700790715956,1
M2R-decoy_3741,CCCc1c(OCCCOc2ccc(c3coc(C)n3)c(OC)c2CCC)ccc2c1OC(C(=O)[O-])CC2,0.4702800748751523,0
M2R-decoy_7624,CC(=O)OC[C@]1(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]3[C@@H](O)c4c(cc(c5cccnc5)oc4=O)O[C@]3(C)[C@@H](OC(=O)c3ccc(Cl)cc3)C[C@H]21,0.4685570061927843,0
M2R-decoy_83,CC(C(=O)Nc1nnc(CCCCc2ccc(NC(=O)Cc3cccc(CNC(=O)OCCF)c3)nn2)s1)c1ccccc1,0.466360999281763,0
ASD01820179,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2cc(Cl)c(Cl)cc2C1=O)CCCN1C(=O)c2cc(Cl)c(Cl)cc2C1=O,0.4635431963265333,1
M2R-decoy_8193,CC[C@@]1(OC(=O)COc2ccc(C#N)c(F)c2)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2COC(=O)COc1ccc(C#N)c(F)c1,0.4628703444573266,0
M2R-decoy_9213,Cc1cc(NCc2cccc(C(F)(F)F)c2F)c2cccc(C(N)=O)c2n1,0.4624487743113974,0
M2R-decoy_7648,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](Oc3ccc(/C=C/C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0.4616484128400733,0
ASD01820167,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.4598418915346336,1
M2R-decoy_1275,Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,0.4597677048908243,0
M2R-decoy_9949,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](OCc4nccn4Cc4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.4581829282323007,0
M2R-decoy_4725,COCCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O,0.4545243906759743,0
M2R-decoy_2859,CCOC(=O)C1(C(=O)OCC)Cc2cc(OCc3ccccc3)cc(OCc3ccccc3)c2C=N1,0.4535056732492748,0
M2R-decoy_5792,CN(CC(=O)NCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)c1ccc(C#Cc2c(F)cccc2F)c2ccccc12,0.4517486820963441,0
M2R-decoy_9769,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)c2cccc(Br)c2n1,0.4516304693000174,0
M2R-decoy_10930,CCCCN(CC)c1nc(C)nc2c1nnn2c1ccc(Br)cc1Br,0.4506898815481718,0
M2R-decoy_7989,O=C(N[C@@H](C(=O)N1CCC[C@H]1c1ncc(c2ccc(c3ccc(c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)C5CC5)c5ccccc5)s4)cc3)cc2)s1)c1ccccc1)C1CC1,0.4491240007135708,0
M2R-decoy_8536,CCc1cc(c2nnc(c3cc(C)nc(CC(C)C)c3)o2)cc(C)c1OC[C@@H](O)CNC(=O)CO,0.4487951461984849,0
M2R-decoy_7867,CC(=O)O[C@]12C[C@@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]1/C=C(\C)[C@H](OC(=O)c1ccccc1)CC(=O)C(C)(C)/C=C/[C@@H](C)C2=O,0.4481864119778294,0
M2R-decoy_8988,CCOC(=O)/C(C)=C\C(C)=C\c1nc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)sc1CC(C)C,0.44739453405254,0
M2R-decoy_6756,O=C(N[C@@H]1CCCc2cc(C[NH+]3CCCCC3)ccc21)[C@H](O)[C@H](O)CS(=O)(=O)c1ccc(Cl)c(Cl)c1,0.4460439177933607,0
M2R-decoy_6723,Cc1c(C(=O)N2CCN(c3nc(c4ccc(Cl)nc4)cs3)CC2)cnn1c1nn2cccc2c(=O)[nH]1,0.4445528750433538,0
M2R-decoy_8032,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC(=O)CC(C)(C)C)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.4444171244798838,0
M2R-decoy_8300,CC(C(=O)Nc1nnc(CCCCc2ccc(NC(=O)Cc3cccc(CNC(=O)OC(C)(C)C)c3)nn2)s1)c1ccccc1,0.4442543310276629,0
M2R-decoy_9827,CC1(C)OB([C@H](CCc2ccccc2)NC(=O)N2C/C(=C\c3ccc(F)cc3)C(=O)/C(=C/c3ccc(F)cc3)C2)OC1(C)C,0.4431425620630592,0
M2R-decoy_7762,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](OC(=O)/C=C/c3ccccc3)C3=C(C)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C,0.4426116370387944,0
M2R-decoy_5731,CC(O)CNc1nc(N(C)Cc2ccccc2)c2nc(NCC(C)O)nc(N(C)Cc3ccccc3)c2n1,0.4419776666550312,0
M2R-decoy_9136,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](CC(=O)NO)OC(=O)c3ccc4ccccc4c3)[C@H]21,0.4400561586542011,0
ASD01820005,Cc1c(Cl)c(OCC(=O)N2CCN(C)CC2)cc2sc(C(=O)NC3CC3)c(N)c12,0.4366639744700613,1
M2R-decoy_7836,CC(=O)O[C@H]1C[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3O,0.4358569979349623,0
M2R-decoy_7406,CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.4346937780405827,0
M2R-decoy_10996,C#Cc1cccc(N2C(=O)CC(=P(c3ccccc3)(c3ccccc3)c3ccccc3)C2=O)c1,0.4339437537354306,0
M2R-decoy_8459,CCCC1(CCC)CNC(=O)[C@@H](Cc2ccc(OC)c(Cl)c2)NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]2O[C@@H]2c2ccccc2)OC(=O)[C@H](CC(C)C)OC1=O,0.4337195757192094,0
M2R-decoy_11483,O=S(=O)(Nc1cccc(c2ccc(N3CCOCC3)nn2)c1)c1cc(C(F)(F)F)ccc1Cl,0.4335821512739245,0
M2R-decoy_4270,C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](O)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@H](OC(=O)/C=C/C=C/CCCCC)C[C@H]1C,0.4333839246640085,0
M2R-decoy_3230,O=C(/C=C/c1ccc(F)cc1)N(Cc1ccco1)Cc1cc(F)ccc1[N+](=O)[O-],0.433263915092848,0
M2R-decoy_6467,CCOC(=O)c1ccc(NC2c3cc(O)c(O)cc3[C@@H](c3cc(OC)c(O)c(OC)c3)[C@H]3C(=O)OC[C@H]23)cc1,0.4302684004252164,0
M2R-decoy_9943,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)C[C@H](OC(C)=O)[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(=O)C(O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H]1C)[C@@H](OC(C)=O)[C@@H]2OC(C)=O,0.4275824526558654,0
M2R-decoy_6415,CC1=CC(C)(C)NC(=S)N1CCCC1OCC2(CO1)COC(CCCN1C(=S)NC(C)(C)C=C1C)OC2,0.4273447544350472,0
M2R-decoy_6029,CC(=O)O[C@H]1[C@@H](O)C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]12COC(=O)c1ccccc1)[C@H]3OC(=O)c1ccccc1,0.4266364327366382,0
M2R-decoy_8701,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc(COc2ccccc2c2nc3ccccc3s2)nn1,0.4262477308839757,0
M2R-decoy_5935,COc1c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)ccnc1C[S+]([O-])c1nc2cscc2[nH]1,0.4256913778975376,0
M2R-decoy_7879,CO[C@@H]1CC/C=C/c2cccc(c2)COC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc2cccc(O)c2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,0.4245239817746427,0
M2R-decoy_7640,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.4231377817120289,0
M2R-decoy_4250,C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](O)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@@H](OC(=O)/C=C\C=C/CCCCC)C[C@H]1C,0.4220419376725548,0
M2R-decoy_8498,CCOC(=O)Cn1c(c2ccc(OCCN(C)c3ccccn3)cc2)nc2c1c(=O)n(Cc1ccccc1C#N)c(=O)n2C,0.421919069034935,0
M2R-decoy_1950,C/C=C1/C(=O)[C@@H](OC(=O)C(C)CC)[C@@H]2[C@@H]1[C@H]([C@@]1(C)CO1)[C@@H](OC(=O)C(C)CC)[C@@H](OC(=O)/C=C(\C)CC)[C@]2(O)CCl,0.4215114109096518,0
M2R-decoy_10630,CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(C#CC[N+](C)(C)C)C#CC[N+](C)(C)C,0.4194607312912666,0
M2R-decoy_2865,COc1ccc(C)c2sc(N(CCCn3ccnc3)C(=O)Cc3ccccc3)nc12,0.4176157103862277,0
M2R-decoy_7864,C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(=O)c1ccccc1,0.4162257806570203,0
M2R-decoy_10304,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0.4160620753070779,0
M2R-decoy_5417,O=C(CN(c1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)NCCc1ccccc1,0.4152344497017868,0
M2R-decoy_8027,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)[C@H](C)N(C)C(=O)CC[C@@H](C)SSC)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)/C=C/C=C(\C)C2,0.4141953428421576,0
M2R-decoy_7586,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)CCl,0.4138662231837315,0
M2R-decoy_7845,Cc1cccc(C)c1NC(=S)N/N=C/c1ccc(n2nc3c(c2c2ccccc2)N(C)S(=O)(=O)c2ccccc2-3)cc1,0.4125053833731513,0
M2R-decoy_1460,CCC(C)n1ccnc1/C=C/C(=O)/C=C/C=C/c1nccs1,0.4114721103105269,0
M2R-decoy_7808,CC(=O)O[C@@H]1C[C@@H](OC(=O)c2ccccc2)/C(C)=C/[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)[C@H](O)[C@]2(OC(C)=O)[C@H](OC(C)=O)[C@](C)(O)/C=C/C1(C)C,0.4094965004987223,0
M2R-decoy_7905,CCC(=O)O[C@H]1[C@@H](C)C[C@]2(OC(C)=O)[C@@H](OC(C)=O)[C@]3(C)OC[C@]4(C(=O)[C@H](OC(=O)C(C)C)[C@@H]5C[C@](C)(OC(C)=O)[C@@H]5[C@H]43)[C@H](OC(C)=O)[C@@H]12,0.409181331737704,0
M2R-decoy_4128,CC(C)=CCC/C(C)=C/CNC(=O)C[C@H]1C[C@H](C(=O)N2CCOCC2)[C@@]2(CCC3CCCC3)c3[nH]c4cc(CCC(=O)N(C)C)ccc4c3CCN2C1=O,0.4091210280772337,0
M2R-decoy_787,S=c1[nH]nc2c3c4c(sc3n3c(=S)[nH]nc3n12)CCC4,0.4089788117763593,0
M2R-decoy_9972,COC[C@@H]1NC(=O)[C@H](C)N(Cc2ccc(Cl)cc2Oc2ccc(c3cnc(C[NH+](C)C)n3C)nc2)C(=O)C[C@@H](CC(F)(F)F)C(=O)N2CCC[C@@](Cc3ccc(Cl)cc3)(C2)N(C)C1=O,0.4082015497139437,0
M2R-decoy_4968,CC(C)C[C@H](NC(=O)CCCCC1CCSS1)C(=O)NC(Cc1ccc(Br)cc1)C(=O)C(=O)NCCc1ccccn1,0.4077067296891242,0
M2R-decoy_7831,CCC(=O)OC[C@]1(C)[C@@H](OC(=O)CC)CC[C@]2(C)[C@H]3[C@@H](O)c4c(cc(c5cccnc5)oc4=O)O[C@]3(C)[C@@H](OC(=O)c3ccc(C#N)cc3)C[C@H]21,0.4069892827717679,0
ASD01820056,C[N+](C)(CCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.4066661184144492,1
M2R-decoy_7999,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc2cc(c3cc4sc(c5ccc6nc([C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C)n(C)c6c5)cc4s3)ccc2[nH]1)C(C)C,0.406357657205163,0
M2R-decoy_11458,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(c2ccccn2)n1CCC(F)(F)F,0.4035471640962725,0
M2R-decoy_6288,NN/C(Nc1ccc(Cl)cc1)=[NH+]\S(=O)(=O)c1cc(Cl)c(Oc2ccc([N+](=O)[O-])cc2Cl)c(Cl)c1,0.4031772238672741,0
M2R-decoy_6839,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C\c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(C)=O,0.4020365115611284,0
M2R-decoy_2575,COc1ccc(C[C@H](NC(=O)c2cc(C)ccn2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(OC)cc2)B(O)O)C(C)C)cc1,0.4018929150850177,0
M2R-decoy_10114,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1,0.4016451678550199,0
M2R-decoy_11075,O=C(Cc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c2c1OCC1(CCOCC1)CO2,0.4015228656495405,0
ASD01820035,CC[N+](CC)(CC)CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,0.4010528264631148,1
M2R-decoy_6235,CO[C@H]1C(OC(C)=O)/C(C)=C/[C@@]23O[C@@]2(C[C@H](C)[C@@H]3OC(=O)Cc2ccccc2)C(=O)[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1C2(C)C,0.4007202951220706,0
M2R-decoy_8980,CCCCCCCCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@H]3O[C@@H]2C[C@@H]3S(=O)(=O)N(CC(F)(F)F)c2ccc(OC)cc2)cc1,0.4004087358929098,0
M2R-decoy_1862,Cc1ccc(C(=O)c2ccc(C(Cc3cc[n+]([O-])cc3)c3ccc(OC(F)F)c(OC(F)F)c3)cc2)nc1,0.4000776758522129,0
M2R-decoy_2973,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccco2)cc1,0.3995571418106536,0
M2R-decoy_8155,CC(=O)OC1C(COC(=O)c2ccccc2)OC(Nc2ncc(c3ccc(Br)cc3)s2)C(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1,0.399512715417364,0
ASD01820049,Cc1ccc2c(c1)C(=O)N(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,0.3990925583418468,1
M2R-decoy_7222,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2c2ccc(OCc3cn(Cc4ccc(Br)cc4)nn3)cc2)cc1,0.3975744302675944,0
M2R-decoy_3812,C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCOC(C)=O)[C@H](OC(=O)/C(Cc3ccccc3)=N/OCCCC)[C@H]12,0.3975529371945055,0
M2R-decoy_4245,CC(NC(=O)OC(C)(C)C)c1cccc(CC(=O)Nc2ccc(CCCCc3nnc(NC(=O)C(C)c4ccccc4)s3)nn2)c1,0.3961749343630952,0
M2R-decoy_690,Cn1c(=O)c2c(nc3n2CCCN3Cc2cccc(Br)c2)n(C)c1=O,0.3957854618001377,0
M2R-decoy_8750,CSCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(C(C)C)P(=O)(Oc1ccc(SC)cc1)Oc1ccc(SC)cc1,0.3955566380348606,0
M2R-decoy_2176,S=C(NCCCCN(Cc1ccc(Cl)c(Cl)c1)c1ccc(Br)cn1)NCCCn1ccnc1,0.3954340352198056,0
M2R-decoy_8670,C=C(C)CCC(C[C@@]12C[C@H]3[C@@H](C=C(C)C)[C@@](C(=O)c4ccc(O)c(O)c4)(C1=O)C(=O)[C@@](CC=C(C)C)(C2=O)C3(C)C)C(=C)C,0.3952583323452253,0
M2R-decoy_8107,Cc1ccc(c2ccc(O[C@H]3C[C@@H](C(=O)N[C@@H](Cc4ccc(Br)cc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)N(C(=O)OC(C)(C)C)C3)cc2)cc1,0.3952358362601131,0
M2R-decoy_10208,Cn1c(=O)c2nc(/C=C/c3cccc(F)c3)[nH]c2n(C)c1=O,0.3944487228022098,0
