ligand_id,SMILES,CS_avg,is_active
M2R-decoy_7989,O=C(N[C@@H](C(=O)N1CCC[C@H]1c1ncc(c2ccc(c3ccc(c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)C5CC5)c5ccccc5)s4)cc3)cc2)s1)c1ccccc1)C1CC1,0.2955500927884695,0
M2R-decoy_8536,CCc1cc(c2nnc(c3cc(C)nc(CC(C)C)c3)o2)cc(C)c1OC[C@@H](O)CNC(=O)CO,0.2951963958081027,0
M2R-decoy_7864,C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(=O)c1ccccc1,0.2950068196374786,0
ASD01820179,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2cc(Cl)c(Cl)cc2C1=O)CCCN1C(=O)c2cc(Cl)c(Cl)cc2C1=O,0.2943985695065794,1
M2R-decoy_4128,CC(C)=CCC/C(C)=C/CNC(=O)C[C@H]1C[C@H](C(=O)N2CCOCC2)[C@@]2(CCC3CCCC3)c3[nH]c4cc(CCC(=O)N(C)C)ccc4c3CCN2C1=O,0.2934738803535983,0
M2R-decoy_8104,CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.2933302312569292,0
M2R-decoy_9564,O=C(OB(c1cccc(F)c1)c1cccc(F)c1)c1ncccc1O,0.2909642047986419,0
M2R-decoy_11075,O=C(Cc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c2c1OCC1(CCOCC1)CO2,0.2897319958121569,0
M2R-decoy_9816,O=C(NC1(c2ccc(Cl)cc2)CC1)c1nn(c2ccccc2Cl)c(c2ccc(Br)cc2)c1Cn1cncn1,0.2891595527746051,0
M2R-decoy_11458,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(c2ccccn2)n1CCC(F)(F)F,0.2882743843436336,0
M2R-decoy_7640,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.2882560495421137,0
M2R-decoy_10304,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0.2881814682448892,0
M2R-decoy_9292,CC1(C)OB([C@@H](NC(=O)N2C/C(=C\c3ccc(F)cc3)C(=O)/C(=C/c3ccc(F)cc3)C2)C2CCCCC2)OC1(C)C,0.28815293558647,0
M2R-decoy_8014,CC(=O)O[C@@H]1[C@H](O)C[C@@]2(C)[C@@H](CC[C@@H](C)[C@]23Cc2c(O)cc4c(c2O3)C[C@H]2OCc3cc(O)c5c(c3[C@H](O2)[C@H]4O)O[C@]2(C5)[C@H](C)CC[C@H]3C(C)(C)[C@H](O)CC[C@@]32C)C1(C)C,0.2855541442118819,0
M2R-decoy_6971,CC[C@@]1(OC(=O)[C@H](C)NC(=S)NC(=O)c2ccc(C)cc2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.2845116999108461,0
M2R-decoy_9827,CC1(C)OB([C@H](CCc2ccccc2)NC(=O)N2C/C(=C\c3ccc(F)cc3)C(=O)/C(=C/c3ccc(F)cc3)C2)OC1(C)C,0.2841216343238424,0
M2R-decoy_2859,CCOC(=O)C1(C(=O)OCC)Cc2cc(OCc3ccccc3)cc(OCc3ccccc3)c2C=N1,0.2826747031183447,0
M2R-decoy_1275,Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,0.280713137239534,0
M2R-decoy_1689,Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1c1ncc(C2CC2)cn1,0.2798543725384135,0
ASD01820167,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.2785439258452403,1
M2R-decoy_4725,COCCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O,0.2783775034177495,0
M2R-decoy_6756,O=C(N[C@@H]1CCCc2cc(C[NH+]3CCCCC3)ccc21)[C@H](O)[C@H](O)CS(=O)(=O)c1ccc(Cl)c(Cl)c1,0.2773184242997962,0
M2R-decoy_6467,CCOC(=O)c1ccc(NC2c3cc(O)c(O)cc3[C@@H](c3cc(OC)c(O)c(OC)c3)[C@H]3C(=O)OC[C@H]23)cc1,0.2765791504847629,0
M2R-decoy_9002,COC(=O)COc1cnc(N(CC2=C(c3cc(C(C)C)ccc3OC)CCC(C)(C)C2)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc1,0.2752544350511313,0
M2R-decoy_8981,COc1ccc(C(C)C)cc1C1=C(CN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCO)cn2)CC(C)(C)CC1,0.2737117696280079,0
M2R-decoy_7277,CC(C(=O)NCc1ccc(C(F)(F)F)cc1N1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2727910328650664,0
M2R-decoy_5731,CC(O)CNc1nc(N(C)Cc2ccccc2)c2nc(NCC(C)O)nc(N(C)Cc3ccccc3)c2n1,0.270757811172523,0
M2R-decoy_9136,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](CC(=O)NO)OC(=O)c3ccc4ccccc4c3)[C@H]21,0.2689443946761032,0
M2R-decoy_859,C#CCn1c(=O)c2[nH]c(/C=C/c3cccc(Cl)c3)nc2n(C)c1=O,0.2687640526870443,0
M2R-decoy_6723,Cc1c(C(=O)N2CCN(c3nc(c4ccc(Cl)nc4)cs3)CC2)cnn1c1nn2cccc2c(=O)[nH]1,0.2685447914726868,0
M2R-decoy_6235,CO[C@H]1C(OC(C)=O)/C(C)=C/[C@@]23O[C@@]2(C[C@H](C)[C@@H]3OC(=O)Cc2ccccc2)C(=O)[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1C2(C)C,0.2675871190170423,0
M2R-decoy_4968,CC(C)C[C@H](NC(=O)CCCCC1CCSS1)C(=O)NC(Cc1ccc(Br)cc1)C(=O)C(=O)NCCc1ccccn1,0.2660839058417356,0
M2R-decoy_3740,O=C(C(=O)N1CCCCC1C(=O)OC(CCCc1ccccc1)CCCc1ccccn1)c1ccccc1,0.2654059913055693,0
M2R-decoy_8161,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC(=O)C4C(C=C(Cl)Cl)C4(C)C)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.2653762213717318,0
M2R-decoy_5935,COc1c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)ccnc1C[S+]([O-])c1nc2cscc2[nH]1,0.2650899784995741,0
M2R-decoy_6029,CC(=O)O[C@H]1[C@@H](O)C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]12COC(=O)c1ccccc1)[C@H]3OC(=O)c1ccccc1,0.2630539707192975,0
M2R-decoy_1950,C/C=C1/C(=O)[C@@H](OC(=O)C(C)CC)[C@@H]2[C@@H]1[C@H]([C@@]1(C)CO1)[C@@H](OC(=O)C(C)CC)[C@@H](OC(=O)/C=C(\C)CC)[C@]2(O)CCl,0.2616828502346207,0
ASD01810014,COc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,0.2605757250282744,1
M2R-decoy_7988,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(c4ccc(OC)cc4)nn3)C(=O)O[C@]12C,0.2604141388123261,0
M2R-decoy_6288,NN/C(Nc1ccc(Cl)cc1)=[NH+]\S(=O)(=O)c1cc(Cl)c(Oc2ccc([N+](=O)[O-])cc2Cl)c(Cl)c1,0.2595699568359769,0
M2R-decoy_10630,CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(C#CC[N+](C)(C)C)C#CC[N+](C)(C)C,0.2594005203308878,0
M2R-decoy_7981,C=C(C)[C@@H]1CC[C@]2(COC(=O)C(C)(C)CC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.2587725367942899,0
ASD01810032,COc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CCNC4,0.2577390027453641,1
M2R-decoy_7624,CC(=O)OC[C@]1(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]3[C@@H](O)c4c(cc(c5cccnc5)oc4=O)O[C@]3(C)[C@@H](OC(=O)c3ccc(Cl)cc3)C[C@H]21,0.2572929216046212,0
M2R-decoy_8021,CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)/C=C/C(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@]1(O[C@H](CC(C)O)[C@H](C)CC1=O)[C@@H]2C,0.2568987157362356,0
M2R-decoy_4245,CC(NC(=O)OC(C)(C)C)c1cccc(CC(=O)Nc2ccc(CCCCc3nnc(NC(=O)C(C)c4ccccc4)s3)nn2)c1,0.2563219735597977,0
M2R-decoy_7648,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](Oc3ccc(/C=C/C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0.2562075326624505,0
M2R-decoy_2865,COc1ccc(C)c2sc(N(CCCn3ccnc3)C(=O)Cc3ccccc3)nc12,0.2540250254039684,0
M2R-decoy_8049,C=C1C[C@@H]2C/C=C\C(=O)O[C@H]3[C@@H](C)[C@@H](C/C=C/c4nc(co4)[C@H]4C[C@H](O)C[C@@H](C[C@@H](C1)O2)O4)O[C@@H](/C(C)=C/c1coc(C[C@]2(O)C[C@H](OC)C[C@H](CO)O2)n1)[C@@H]3C,0.2536743939423131,0
M2R-decoy_7638,Cc1cc(Cn2ccnc2C(Cc2cc(C)c3[nH]ncc3c2)NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)cc(Cl)n1,0.2534287189422366,0
M2R-decoy_5515,COc1cc2c(N3CCN(C(=S)SCc4ccc(C)cc4)CC3)ncnc2cc1OCCC[NH+]1CCCCC1,0.2521635529782233,0
M2R-decoy_7444,Cc1cc(=O)c(O)cc2c1C[C@H]1C[C@H](O)[C@@]3(C)Oc4cc(O)c(=O)cc(C)c4C[C@H]3CC(C)(C)/C=C/C[C@]1(C)O2,0.2516471144014828,0
ASD01810021,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CNCC4,0.2513579064384179,1
M2R-decoy_8988,CCOC(=O)/C(C)=C\C(C)=C\c1nc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)sc1CC(C)C,0.2508240988955735,0
ASD01810007,COc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.2498336814674259,1
M2R-decoy_3230,O=C(/C=C/c1ccc(F)cc1)N(Cc1ccco1)Cc1cc(F)ccc1[N+](=O)[O-],0.2492046477178607,0
M2R-decoy_4526,CCOC(=O)NC(C)c1cccc(CC(=O)Nc2ccc(CCCCc3nnc(NC(=O)C(C)c4ccccc4)s3)nn2)c1,0.248951917896908,0
M2R-decoy_10114,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1,0.2480181064314618,0
M2R-decoy_8980,CCCCCCCCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@H]3O[C@@H]2C[C@@H]3S(=O)(=O)N(CC(F)(F)F)c2ccc(OC)cc2)cc1,0.2479187006197875,0
M2R-decoy_2575,COc1ccc(C[C@H](NC(=O)c2cc(C)ccn2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(OC)cc2)B(O)O)C(C)C)cc1,0.2478426833514995,0
M2R-decoy_10437,COC(=O)/C=C/C1=C(C)C2=Cc3c(C)c(/C=C/C(=O)OC)c(C)n3[B-](F)(F)[N+]2=C1C,0.2472845257531822,0
M2R-decoy_7845,Cc1cccc(C)c1NC(=S)N/N=C/c1ccc(n2nc3c(c2c2ccccc2)N(C)S(=O)(=O)c2ccccc2-3)cc1,0.2470892870647922,0
M2R-decoy_182,O=C1NC(=O)C(Sc2ccc3cc(O)c(O)cc3c2)S1,0.2467518337629349,0
ASD01820056,C[N+](C)(CCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.2464019881055569,1
M2R-decoy_787,S=c1[nH]nc2c3c4c(sc3n3c(=S)[nH]nc3n12)CCC4,0.2461848945337403,0
M2R-decoy_7586,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)CCl,0.2458903012440509,0
M2R-decoy_8498,CCOC(=O)Cn1c(c2ccc(OCCN(C)c3ccccn3)cc2)nc2c1c(=O)n(Cc1ccccc1C#N)c(=O)n2C,0.2458167837731166,0
M2R-decoy_7879,CO[C@@H]1CC/C=C/c2cccc(c2)COC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc2cccc(O)c2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,0.2443632814215569,0
M2R-decoy_7526,CC(=O)N1CCC(C(=O)N2CCC([NH+]3CCN(C(=O)c4cc(c5ccccc5)nc(c5ccc6cc[nH]c6c5)c4)CC3)CC2)CC1,0.2441373071795483,0
M2R-decoy_5089,O=C(CN(C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)C(c1ccccc1)c1ccccc1)NO,0.2439926899375485,0
M2R-decoy_8012,C=C1[C@@H]([C@@H](O)C[C@H](C)[C@H]2OC3(CCCCO3)CC[C@H]2C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=CC5(O[C@H](C[C@@](C)(O)C(=O)OC)CC[C@H]5O)O4)O3)O[C@H]2[C@@H]1O,0.2437734243120833,0
M2R-decoy_6000,CCC(O)(c1ccccc1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,0.2437364764349866,0
M2R-decoy_2973,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccco2)cc1,0.243301455631922,0
M2R-decoy_5528,CC1(C)OB(c2ccc(COc3ccc(CNC(=O)[C@@H]4CCC(=O)N4Cc4ccccc4)cc3)cc2)OC1(C)C,0.2428786466605459,0
M2R-decoy_6682,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCC(c2cccnc2)C1,0.2428459244815161,0
M2R-decoy_8097,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(C(=O)/C=C/c4ccc(OCOC)c(OC)c4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.2424966396674388,0
ASD01820049,Cc1ccc2c(c1)C(=O)N(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,0.2423386497294114,1
M2R-decoy_4029,CCCCCCCCCCCC(=O)OC(CC)c1nc2c(C(F)(F)F)cccc2c(O)c1C(=O)Nc1nccs1,0.2422309580653528,0
M2R-decoy_6839,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C\c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(C)=O,0.2416684822535433,0
ASD01810006,Cc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.2415228465697952,1
M2R-decoy_3263,CCCN(CC1CC1)c1nc(CC)c(c2ccc(Cl)cc2Cl)nc1CC,0.2406950237512287,0
M2R-decoy_7999,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc2cc(c3cc4sc(c5ccc6nc([C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C)n(C)c6c5)cc4s3)ccc2[nH]1)C(C)C,0.2405123723064685,0
M2R-decoy_8023,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0.2402145137275592,0
M2R-decoy_6016,CC1=N[C@H](CC(C)C)C(=O)N(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c2cc(C(=O)OC(C)(C)C)ccc21,0.2400085180685509,0
M2R-decoy_7558,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)[C@]2(C)[C@@H](OC(=O)c3ccccc3)CC[C@@H](C)[C@]23OC(C)(C)[C@H]1[C@H]3OC(=O)c1cccnc1,0.238888506200546,0
M2R-decoy_8701,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc(COc2ccccc2c2nc3ccccc3s2)nn1,0.2385939073084671,0
M2R-decoy_4153,CCCCCCOc1cc(C(C)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2381099250758445,0
M2R-decoy_4081,CCCCCC/C=C\CCCCCCCC(=O)Oc1c(OC)cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc1OC,0.23790544756239,0
