ligand_id,SMILES,cluster00_CS,cluster01_CS,cluster02_CS,cluster03_CS,cluster04_CS,cluster05_CS,cluster06_CS,cluster07_CS,cluster08_CS,is_active
ASD01820050,Cc1ccc2c(c1)C(=O)N(CC(C)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,0.3654396742918102,0.2622424629440416,0.2409820780014329,0.226460851823997,0.2208908639590502,0.1642240855905442,0.0421454839842868,0.1535647844731231,0.0350422386178737,1
ASD01820051,Cc1ccc2c(c1)C(=O)N(CC(C)(C)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,0.2878919623177332,0.2270920205400398,0.2123596393137138,0.1781511064981432,0.1633245627275161,0.144009309085839,0.0285454295145539,0.1279835291760639,0.0274257952307815,1
ASD01820052,C[N+](C)(CCCN1C(=O)c2ccccc2C1=O)CCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.215860480825043,0.1699804504400467,0.1687775641603191,0.1292132803231256,0.1285074177673897,0.0722707815564986,0.0,0.0545416753577433,0.0,1
ASD01820053,C[N+](C)(CCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.2587765029797673,0.2113325177360468,0.1913347162340137,0.1603972122359732,0.1546189687666953,0.0941094244278244,0.0151298686862533,0.1043543581102584,0.0195854140714091,1
ASD01820054,C[N+](C)(CCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.27981476202606,0.1972228998802535,0.2214493934074305,0.2107429832825558,0.159943669325067,0.1148874775782561,0.0198091565863362,0.1281801556794909,0.0233686359712351,1
ASD01820055,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCO)CC1,0.0753485135033704,0.0546607949993073,0.0562874515391858,0.0392299756611557,0.0299948212821554,0.0181828881748723,0.0,0.0159591184066798,0.0,1
ASD01820056,C[N+](C)(CCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.4066661184144492,0.3208362022156983,0.3086407914895668,0.2800071418536473,0.265968014357654,0.2122521609929059,0.0808893423048277,0.2401994187744847,0.1021587025467781,1
ASD01820057,C[N+](C)(CCCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.2869348718812858,0.2170509503727073,0.240147882304447,0.2147694462211296,0.1910854655368827,0.1374534809920966,0.0461101777455011,0.1432816529705749,0.0567386713300113,1
ASD01820058,C[N+](C)(CCCCCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.2197808653058232,0.1644259494976791,0.1623217082784283,0.1433967122630552,0.1405326001837684,0.1028745687616577,0.0161000917071309,0.1058374024743477,0.0003501371124004,1
ASD01820059,C[N+](C)(CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.0634475953774988,0.0541736058111136,0.0444566804081498,0.0353129010395665,0.0341160949739096,0.010891292703349,0.0,0.0133251701554436,0.0,1
ASD01820060,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.0895251647705652,0.049817086803115,0.0504013753374939,0.0445321901769097,0.0193673210230656,0.0166103335181108,0.0,0.0182173492551074,0.0,1
ASD01820061,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.1292894894193013,0.1211153224429223,0.1091912328801291,0.0849157806416397,0.0765037850959211,0.0381235502808668,0.0162921774252182,0.0468448077081704,0.0,1
ASD01820062,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCCCCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.1388783568944064,0.0630784794914528,0.0716666467083518,0.0476951114964242,0.0334579315779847,0.0188836526150972,0.0,0.0106363454730096,0.0,1
ASD01820064,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.1336435974743897,0.0879813629487019,0.0854583910680236,0.047321561425787,0.0490120308743785,0.0181186206309065,0.0,0.0184758562952293,0.0,1
ASD01820065,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCCCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,0.2110655590934773,0.1425222024188917,0.1541441840789237,0.0778485055996564,0.0621767420406475,0.0929333570966192,0.0,0.0650290977159303,0.0,1
